,ret
2015-01-01,0.13873151129732308
2015-02-01,-0.0021027487801110003
2015-03-01,-0.07500986825974472
2015-04-01,0.17854310148799027
2015-05-01,0.022714988009521393
2015-06-01,0.11337491354753704
2015-07-01,-0.07576412528169363
2015-08-01,-0.01562577494762026
2015-09-01,-0.09489513492211972
2015-10-01,0.06605489710814116
2015-11-01,-0.005598550175061427
2015-12-01,-0.18061969822551371
2016-01-01,-0.017985023516671122
2016-02-01,0.11683459289870939
2016-03-01,-0.08735552092561467
2016-04-01,0.21024488234660246
2016-05-01,0.02942469731352748
2016-06-01,0.20320636844183912
2016-07-01,0.09796403736636446
2016-08-01,0.020408226692377036
2016-09-01,0.016449744650250397
2016-10-01,0.15565058361428916
2016-11-01,0.13394052029737893
2016-12-01,-0.0004404820385837116
2017-01-01,0.01536656053813871
2017-02-01,0.1267800913094089
2017-03-01,-0.02815191612033748
2017-04-01,0.20992754523317866
2017-05-01,0.059048438160358506
2017-06-01,0.05214762978995494
2017-07-01,0.044327088384529
2017-08-01,0.07028753100336897
2017-09-01,0.13687718844230967
2017-10-01,-0.04713911851413236
2017-11-01,-0.02956425080795318
2017-12-01,0.1578121709952903
2018-01-01,0.03571056859737783
2018-02-01,0.006130433013927609
2018-03-01,0.022416358267220365
2018-04-01,0.1272277855041577
2018-05-01,0.01441170733765477
2018-06-01,0.020013057757161185
2018-07-01,0.22135665806069546
2018-08-01,0.09535900278031288
2018-09-01,-0.21144950148511135
2018-10-01,0.058227389548232956
2018-11-01,-0.03073551065867408
2018-12-01,0.22596584008598777
2019-01-01,0.02764833353899861
2019-02-01,-0.04172585878974463
2019-03-01,0.040585874410601096
2019-04-01,-0.15214135958603692
2019-05-01,0.10033560358196907
2019-06-01,0.07142062073854268
2019-07-01,-0.06491453065648378
2019-08-01,-0.08540489866560652
2019-09-01,0.09443563651938325
2019-10-01,0.0720045483652459
2019-11-01,0.04950064927529274
2019-12-01,0.18864992864173555
2020-01-01,0.01834698890292293
2020-02-01,-0.11206100432507622
2020-03-01,0.14625929277016478
2020-04-01,0.12947548252980887
2020-05-01,0.16003492506075223
2020-06-01,0.19044801435333172
2020-07-01,0.28684522984301547
2020-08-01,-0.11294632335593786
2020-09-01,-0.03004879814952525
2020-10-01,0.17307114907549956
2020-11-01,0.20497173425974036
2020-12-01,0.04774841784634435
2021-01-01,-0.07809835143046269
2021-02-01,0.04870448935506392
2021-03-01,0.11092177326885033
2021-04-01,-0.02524013177793379
2021-05-01,0.040454764300484225
2021-06-01,-0.008911789685130215
2021-07-01,0.037359425992448236
2021-08-01,-0.017974201298182613
2021-09-01,0.1700272214630197
2021-10-01,0.13506343566183232
2021-11-01,-0.0893443394079498
2021-12-01,-0.1432906093843291
2022-01-01,0.011588593817502879
2022-02-01,0.04203792792670369
2022-03-01,-0.22954048707859023
2022-04-01,0.045201584171217
2022-05-01,-0.1326804928291785
2022-06-01,0.2498779126421368
2022-07-01,-0.05705315758040944
2022-08-01,-0.10553227037204412
2022-09-01,0.0021670189385260366
2022-10-01,-0.14955594306155043
2022-11-01,-0.20076202634218157
2022-12-01,0.2011517851243021
2023-01-01,0.12127660679513586
2023-02-01,0.08380119886459858
2023-03-01,-0.05381556562907467
2023-04-01,0.3092990782928178
2023-05-01,0.07976595536646507
2023-06-01,0.019958464954443162
2023-07-01,0.0053749570724236735
2023-08-01,-0.07882689227428193
2023-09-01,-0.005172280882247267
2023-10-01,0.13840142816268833
2023-11-01,0.10993666502878652
2023-12-01,0.15057448556542333
2024-01-01,0.0943559568394902
2024-02-01,0.023454029618461363
2024-03-01,-0.06471481309694882
2024-04-01,0.13596254379005335
2024-05-01,0.12059336273095027
2024-06-01,-0.10287636417752107
2024-07-01,-0.011740992401103859
2024-08-01,0.04467422641811695
2024-09-01,-0.013067353185688524
2024-10-01,0.15817627607533735
2024-11-01,0.001110347549706477
2024-12-01,0.06645666839521198
2025-01-01,-0.11513154224906659
2025-02-01,-0.13929396319348028
2025-03-01,0.09176735467032415
2025-04-01,0.18560592072533436
2025-05-01,0.0962325121980158
2025-06-01,-0.09085725990857207
2025-07-01,-0.04271241773718604
2025-08-01,0.059112675036775086
2025-09-01,0.18026360742718942
2025-10-01,-0.03438144715742453
2025-11-01,0.1282777846256744
2025-12-01,0.16357937155168886
2026-01-01,0.05076525629897233
2026-02-01,-0.11425510421092248
2026-03-01,-0.051595083124370146
2026-04-01,0.41937769417478515
2026-05-01,0.2558208731146896
2026-06-01,-0.33448595644498164
